Date,Time,Category,Item,Qty,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Notes,Customer ID
2024-10-05,10:32:16,Dough,Extruded HP,2,$16.00,$0.00,$16.00,$1.48,m6A9McojGhRyUNkUxjUAhYueV,,05HETEE0C2S15YFEXDV4RKZVFC
2024-10-05,10:30:48,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,onE4qeBulEuEx4fDfC1bbrueV,,EWVJHY4P520VBVHR1W51X26AW4
2024-10-05,10:29:08,Dough,Extruded HP,2,$16.00,$0.00,$16.00,$1.48,yGJGhl0k4ZFvYA9NbnXMZVqeV,,
2024-10-05,10:29:08,Sauce,Vodka Sauce Add On (Large),1,$15.00,$0.00,$15.00,$1.39,yGJGhl0k4ZFvYA9NbnXMZVqeV,A full quart of of our home made vodka sauce.,
2024-10-05,10:27:12,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,iM80dpK5eXMCgXArlhLosTieV,,
2024-10-05,10:26:11,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,sxCbdSHZe6uQEqU3z5EEPR3eV,,
2024-10-05,10:25:24,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,sfx3v7xLGdH5WT3tNVQOtSneV,,
2024-10-05,10:23:20,Sauce,Vodka Sauce Add On (Large),2,$30.00,$0.00,$30.00,$2.78,oJhqgYi4LstGocGvtd4YNK2eV,A full quart of of our home made vodka sauce.,QVW1TXRHX90273KMDM6B4TAPZW
2024-10-05,10:22:56,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,SKpDwAm5Gwg7RH9rI6bPnK3eV,,KK54PME62WZ7F3EZNAZJWY6TXW
2024-10-05,10:20:30,None,Wagyu Meatballs,2,$20.00,$0.00,$20.00,$1.85,IRpepnsLRus855UAMW42y7veV,,55FB288NED5MMN7AYFARM8PSMG
2024-10-05,10:20:30,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,IRpepnsLRus855UAMW42y7veV,,55FB288NED5MMN7AYFARM8PSMG
2024-10-05,10:18:53,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,MTjpGukpwliuQVgxqm7WA9qeV,,1R51RD0J919BW87E5TRG6B0E0G
2024-10-05,10:18:53,None,Wagyu Meatballs,2,$20.00,$0.00,$20.00,$1.85,MTjpGukpwliuQVgxqm7WA9qeV,,1R51RD0J919BW87E5TRG6B0E0G
2024-10-05,10:18:53,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,MTjpGukpwliuQVgxqm7WA9qeV,A pint of home made vodka sauce,1R51RD0J919BW87E5TRG6B0E0G
2024-10-05,10:18:53,Sauce,Bolognese,1,$10.00,$0.00,$10.00,$0.93,MTjpGukpwliuQVgxqm7WA9qeV,,1R51RD0J919BW87E5TRG6B0E0G
2024-10-05,10:16:02,Sauce,Vodka Sauce Add On (Large),1,$15.00,$0.00,$15.00,$1.39,cvtfXHtSH8uxSS0AGV3b9vqeV,A full quart of of our home made vodka sauce.,
2024-10-05,10:12:33,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,8hOVe7H650XuGrp4AXDIWq8eV,A pint of home made vodka sauce,WW263038AD05551KY2K6813894
2024-10-05,10:12:33,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,8hOVe7H650XuGrp4AXDIWq8eV,,WW263038AD05551KY2K6813894
2024-10-05,10:12:33,Lasagna,Lasagna (Meat),1,$15.00,$0.00,$15.00,$1.39,8hOVe7H650XuGrp4AXDIWq8eV,,WW263038AD05551KY2K6813894
2024-10-05,10:09:56,Dough,Extruded HP,2,$16.00,$0.00,$16.00,$1.48,uqGbJBg0KmzbHVdiogkNb6heV,,
2024-10-05,10:01:23,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,AZPOL2HFt7ubHwOlFkFPZBxeV,,FJ31VKXJ4RM4A51QC0WBNEF090
2024-10-05,10:01:23,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.93,AZPOL2HFt7ubHwOlFkFPZBxeV,,FJ31VKXJ4RM4A51QC0WBNEF090
2024-10-05,10:01:23,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,AZPOL2HFt7ubHwOlFkFPZBxeV,A pint of home made vodka sauce,FJ31VKXJ4RM4A51QC0WBNEF090
2024-10-05,10:01:23,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,AZPOL2HFt7ubHwOlFkFPZBxeV,,FJ31VKXJ4RM4A51QC0WBNEF090
2024-10-05,9:56:08,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,UDPMUFBjWPiX38e9siVS4OpeV,,QX9Z0HXK0KFBAM08Z9EKJ749W4
2024-10-05,9:53:47,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,WIZirgidcjpDc9KgKVOFAHreV,,BZTQ6JCRMB96RF6WE7NYHHRWFW
2024-10-05,9:53:08,Ravioli,Butternut Squash Ravioli,2,$40.00,-$8.00,$32.00,$2.96,sVeYN6MrZXCFGSq9sHrIqc6eV,,
2024-10-05,9:52:19,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,onIcF35VVLPsk0g49tUYP7oeV,A pint of home made vodka sauce,
2024-10-05,9:52:19,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,onIcF35VVLPsk0g49tUYP7oeV,,
2024-10-05,9:51:13,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,iY6GsxfWpWiIrJwumci7HmteV,,
2024-10-05,9:50:08,None,Wagyu Meatballs,6,$60.00,$0.00,$60.00,$5.55,Q5lb74jAkhcpSWlSIaxelV1eV,,
2024-10-05,9:48:30,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,kDrm55RoBO9zfuljEx0m9toeV,,
2024-10-05,9:47:02,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,SqbOjraNzSeCWXLX6zrZLRyeV,,
2024-10-05,9:46:31,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,6MkP1SrM5n3jMmRImfy0MizeV,,93VD0QVY63N7KVSFG2CTDA5EK0
2024-10-05,9:38:44,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,ElMU4CrjCzmckZg1auPZtk7eV,,
2024-10-05,9:37:30,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,05YDY0HU7MlzwxJlbjPJcBqeV,,
2024-10-05,9:37:30,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,05YDY0HU7MlzwxJlbjPJcBqeV,,
2024-10-05,9:37:30,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,05YDY0HU7MlzwxJlbjPJcBqeV,,
2024-10-05,9:37:30,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.93,05YDY0HU7MlzwxJlbjPJcBqeV,,
2024-10-05,9:37:30,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,05YDY0HU7MlzwxJlbjPJcBqeV,A pint of home made vodka sauce,
2024-10-05,9:36:06,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,COxAOat62mcObDzqbyA0jkyeV,,ZWCC6YSWWS75FCMKBY3HX21GKW
2024-10-05,9:34:55,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,A7qRM9gT6kf8CDWmKeV4ZmzeV,,8P3V3DZYDBZRXM2K72WBBPXDP4
2024-10-05,9:34:46,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,GE7qnyjXg8lrPzSw26zAVPAfV,,Z0NAASG2SS7X32V9PKAPNG95HM
2024-10-05,9:34:18,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,IziWzPCA5NQKCt3RO8ZvOYgeV,A pint of home made vodka sauce,RZCWJ6NXF55TF0SC10NPB2M3GM
2024-10-05,9:34:18,Sauce,Bolognese,1,$10.00,$0.00,$10.00,$0.93,IziWzPCA5NQKCt3RO8ZvOYgeV,,RZCWJ6NXF55TF0SC10NPB2M3GM
2024-10-05,9:34:18,Dough,Extruded HP,2,$16.00,$0.00,$16.00,$1.48,IziWzPCA5NQKCt3RO8ZvOYgeV,,RZCWJ6NXF55TF0SC10NPB2M3GM
2024-10-05,9:34:18,None,Wagyu Meatballs,2,$20.00,$0.00,$20.00,$1.85,IziWzPCA5NQKCt3RO8ZvOYgeV,,RZCWJ6NXF55TF0SC10NPB2M3GM
2024-10-05,9:34:18,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,IziWzPCA5NQKCt3RO8ZvOYgeV,,RZCWJ6NXF55TF0SC10NPB2M3GM
2024-10-05,9:31:49,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,OIFzJsIf78ZwcSjrKjsuCRweV,,3K36Z857YMEV063F8FPJXY1MPM
2024-10-05,9:31:49,Sauce,Bolognese,1,$10.00,$0.00,$10.00,$0.93,OIFzJsIf78ZwcSjrKjsuCRweV,,3K36Z857YMEV063F8FPJXY1MPM
2024-10-05,9:31:49,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,OIFzJsIf78ZwcSjrKjsuCRweV,,3K36Z857YMEV063F8FPJXY1MPM
2024-10-05,9:30:31,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,qEyuBaRHtVWAuUN2v6HCb4leV,,
2024-10-05,9:30:31,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.93,qEyuBaRHtVWAuUN2v6HCb4leV,,
2024-10-05,9:30:31,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,qEyuBaRHtVWAuUN2v6HCb4leV,,
2024-10-05,9:25:23,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,wXyupjvWTtQTL2vbg52vuBweV,,5QHQR9BB9WYDZWC7V0EWC1THXM
2024-10-05,9:22:46,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,SOlYUEQeLbip0exy5TmX427eV,,
2024-10-05,9:18:22,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,iGRi2J2DNyerO81O7DzQVB3eV,A pint of home made vodka sauce,AKV862H1VP8HGS0TCKDYRSVD94
2024-10-05,9:18:22,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,iGRi2J2DNyerO81O7DzQVB3eV,,AKV862H1VP8HGS0TCKDYRSVD94
2024-10-05,9:18:08,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,kTdjhV4LzBthy1lr1iBJ7UmeV,,
2024-10-05,9:15:46,Ravioli,Rib Ravioli,2,$40.00,$0.00,$40.00,$3.70,M7nXfHBjz3BFzln6iMtbqlmeV,,D6QAZ4VTSMNA10PP7CZ5C2KNB8
2024-10-05,9:13:41,Dough,Extruded HP,5,$40.00,$0.00,$40.00,$3.70,wJhDadBuLmlvrFXZjTdoSZjeV,,
2024-10-05,9:12:57,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,KYCfABvJCOIm8NtgJJHe8YleV,A pint of home made vodka sauce,XW78DC4BX1H06KBMEBSHRHNMDW
2024-10-05,9:12:57,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,KYCfABvJCOIm8NtgJJHe8YleV,,XW78DC4BX1H06KBMEBSHRHNMDW
2024-10-05,9:12:57,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,KYCfABvJCOIm8NtgJJHe8YleV,A pint of home made vodka sauce,XW78DC4BX1H06KBMEBSHRHNMDW
2024-10-05,9:09:08,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,0fliVYETJLuUf4weTic9fOneV,,EE501X2PZ3W0KR55WK3430XKWM
2024-10-05,9:07:44,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,wzEKexUwQfBFJ3Ikf6DSIyveV,,
2024-10-05,9:07:44,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,wzEKexUwQfBFJ3Ikf6DSIyveV,A pint of home made vodka sauce,
2024-10-01,17:36:03,Sauce,Bolognese,1,$10.00,$0.00,$10.00,$0.92,2OSZtNttFvZvNdAsQynT0jweV,,
2024-10-01,17:33:18,Sauce,Bolognese,1,$10.00,$0.00,$10.00,$0.93,yyJxuY33IfwKjwzUD5xS13geV,,H96RYDQFF6K98WQ9XBAP53Y5XW
2024-10-01,17:33:18,None,Wagyu Meatballs,2,$20.00,$0.00,$20.00,$1.85,yyJxuY33IfwKjwzUD5xS13geV,,H96RYDQFF6K98WQ9XBAP53Y5XW
2024-10-01,17:33:18,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,yyJxuY33IfwKjwzUD5xS13geV,,H96RYDQFF6K98WQ9XBAP53Y5XW
2024-10-01,17:23:13,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,Yjo3rX9xqeVMyMgLlwqXqIgeV,,
2024-10-01,17:04:15,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,qy3JPCiqA8T5YVRL8i0CwCmeV,A pint of home made vodka sauce,
2024-10-01,17:04:15,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,qy3JPCiqA8T5YVRL8i0CwCmeV,,
2024-10-01,16:59:11,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,AbEoz8MqaCCxU9ZNuBwUG2heV,A pint of home made vodka sauce,EFPHD97M1D1XN88NZKFWGHZ66C
2024-10-01,16:59:11,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,AbEoz8MqaCCxU9ZNuBwUG2heV,,EFPHD97M1D1XN88NZKFWGHZ66C
2024-10-01,16:59:11,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,AbEoz8MqaCCxU9ZNuBwUG2heV,,EFPHD97M1D1XN88NZKFWGHZ66C
2024-10-01,16:52:52,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,eA9n38h2wgeoht0YhXftjlAfV,,HV5QYRY9RMW0Z6PJGXE6KS9G7G
2024-10-01,16:50:14,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,4txptxHOdaUMCvKqdQgoO73eV,,
2024-10-01,16:50:14,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,4txptxHOdaUMCvKqdQgoO73eV,,
2024-10-01,16:45:25,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,6MeWq6HgFAEO7RSTUoVKAKAfV,,
2024-10-01,16:43:04,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,8H9fCQgC4DeQOjswvfLpLpteV,,
2024-10-01,16:32:41,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,8tUfzn9S9aRzcg0D1ZjO9KxeV,A pint of home made vodka sauce,DA42E91DDX6PBDMJSWHDJB5XNR
2024-10-01,16:32:41,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,8tUfzn9S9aRzcg0D1ZjO9KxeV,,DA42E91DDX6PBDMJSWHDJB5XNR
2024-10-01,16:32:41,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,8tUfzn9S9aRzcg0D1ZjO9KxeV,,DA42E91DDX6PBDMJSWHDJB5XNR
2024-10-01,16:29:17,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,OwTaYteFszaRobLX7RZN6qkeV,,Q32JBSTQSD75Z0CC6PYSNWH8WR
2024-10-01,16:24:35,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,SuBktvezlqFPG1vODExY881eV,,
2024-10-01,16:15:16,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,4PGFcUCPQ8ZOUjgu2NEF8AseV,,TD1TEVY12MDXJFZGC9S21BSTAW
2024-10-01,16:15:16,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,4PGFcUCPQ8ZOUjgu2NEF8AseV,,TD1TEVY12MDXJFZGC9S21BSTAW
2024-10-01,16:14:09,Dough,Extruded HP,2,$16.00,$0.00,$16.00,$1.48,kBM1K2VuJx49Qqjgo6yYh9keV,,
2024-10-01,16:06:12,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,0NGhqutXlEIC4xEkqBR14nzeV,,8EXWN4Y9FN8502631AV0G8DZ5C
2024-10-01,16:06:01,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,AF9MoEfbYWI278GEuRoj0fqeV,,BWN8VWHP3W42TR9V6N8ZNMN6EC
2024-10-01,16:05:25,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,4NX8XemgRtZOYrvtGdbXv9ieV,,82T4D4Z0758FSAG0VX0SGCSM48
2024-10-01,16:04:11,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,iMyfb6vIfVDgsQJuzIifESpeV,,SDTWNRA4FQBESV0MDHYZ23REW0
2024-10-01,16:03:41,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,If80boacdajfvFV9QgKqpQreV,A pint of home made vodka sauce,614T3ZRGF5PSE3AQ25MMKV8RSR
2024-10-01,16:03:41,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.93,If80boacdajfvFV9QgKqpQreV,,614T3ZRGF5PSE3AQ25MMKV8RSR
2024-10-01,16:03:41,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,If80boacdajfvFV9QgKqpQreV,,614T3ZRGF5PSE3AQ25MMKV8RSR
2024-10-01,16:03:41,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,If80boacdajfvFV9QgKqpQreV,,614T3ZRGF5PSE3AQ25MMKV8RSR
2024-10-01,15:54:26,Lasagna,Lasagna (Meat),2,$30.00,-$6.00,$24.00,$2.22,A5N1HKIbLS68csfVMRuMkiteV,,96764BAQ6J16082YX2FQYPCYMG
2024-10-01,15:53:19,None,Custom Amount,1,$7.50,$0.00,$7.50,$0.69,EP3zyaZS9J74meRoS01A75keV,,
2024-10-01,15:50:51,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,GG6xzGDeBlBt2NWzGdGrL0qeV,,
2024-10-01,15:50:51,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,GG6xzGDeBlBt2NWzGdGrL0qeV,,
2024-10-01,15:42:27,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,KS1E7IxSJJOhaTaSQ9mLhT1eV,,DTNAKM0V315AFEYBDH5QYNJRYG
2024-09-28,11:29:35,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,4NtxWd7eDua3eBFHiovXkZmeV,,
2024-09-28,11:24:53,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,iyZhVtR7VStjgPPpOpHeS9reV,,814TW1FSCXQ0XC88VFM2QHKRYW
2024-09-28,11:24:53,Sauce,Bolognese,1,$10.00,$0.00,$10.00,$0.92,iyZhVtR7VStjgPPpOpHeS9reV,,814TW1FSCXQ0XC88VFM2QHKRYW
2024-09-28,11:05:04,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,qEQPi2NrILW39uuU4bz74e3eV,A pint of home made vodka sauce,T6Z3HSNXH40Y72ZQ11NA2HEG2C
2024-09-28,11:02:37,Lasagna,Lasagna (Meat),1,$15.00,$0.00,$15.00,$1.39,QZFLFfz6XIqkp5uxKCP5mhveV,,FQE6X5JW2166S0D72YQHN89AT0
2024-09-28,10:50:46,Sauce,Pesto,1,$8.00,$0.00,$8.00,$0.74,s1kPX0YqFtHyyDb7nIR9ibneV,,
2024-09-28,10:50:46,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,s1kPX0YqFtHyyDb7nIR9ibneV,,
2024-09-28,10:50:46,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,s1kPX0YqFtHyyDb7nIR9ibneV,,
2024-09-28,10:49:30,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,MlQLg9dhINxEtw4zXdusc77eV,,
2024-09-28,10:49:30,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,MlQLg9dhINxEtw4zXdusc77eV,A pint of home made vodka sauce,
2024-09-28,10:49:30,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,MlQLg9dhINxEtw4zXdusc77eV,,
2024-09-28,10:46:27,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,2sL8KQXP8ZCu4dKLlyF9xq4eV,,C0ZACM42NCGQGP3BRPMCDDJ3EW
2024-09-28,10:45:46,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,sTDjHbdm6UOxNeupbek9cBteV,,
2024-09-28,10:21:52,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,y0idS6LiqvwmG53Bv4gdSpleV,,
2024-09-28,10:17:30,Drinks,Drank!!,2,$10.00,$0.00,$10.00,$0.92,kvVOwbks8xQLrHjoTH62n1feV,,6J9N9EQTE4Y8632P4ZTP7FN60W
2024-09-28,10:00:21,Lasagna,Lasagna (Meat),1,$15.00,-$3.00,$12.00,$1.11,wdL7ahgS3zfTI0W01eGVisgeV,,CED3QWCKTS5JNEHB69YZ4FJWN0
2024-09-28,10:00:21,Dough,Extruded HP,1,$8.00,-$1.60,$6.40,$0.59,wdL7ahgS3zfTI0W01eGVisgeV,,CED3QWCKTS5JNEHB69YZ4FJWN0
2024-09-28,9:59:46,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,gbupnSVzOgDRLmXCNfPoL33eV,A pint of home made vodka sauce,WA8342QS5N0J79PTJ2P5HAYJX4
2024-09-28,9:59:46,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,gbupnSVzOgDRLmXCNfPoL33eV,,WA8342QS5N0J79PTJ2P5HAYJX4
2024-09-28,9:59:46,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,gbupnSVzOgDRLmXCNfPoL33eV,,WA8342QS5N0J79PTJ2P5HAYJX4
2024-09-28,9:52:00,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,yKNdoPeY7BjFvUo5lSihRk8eV,A pint of home made vodka sauce,HSA453BE2EMHNDKYJ6SP5FS6QW
2024-09-28,9:52:00,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,yKNdoPeY7BjFvUo5lSihRk8eV,,HSA453BE2EMHNDKYJ6SP5FS6QW
2024-09-28,9:43:49,Ravioli,Butternut Squash Ravioli,2,$40.00,$0.00,$40.00,$3.70,gNXz8I1wr7ufIqFd5YA0Vf0eV,,17YE0Z230ZW9QB606A1BJ06884
2024-09-28,9:43:49,Ravioli,Rib Ravioli,1,$20.00,$0.00,$20.00,$1.85,gNXz8I1wr7ufIqFd5YA0Vf0eV,,17YE0Z230ZW9QB606A1BJ06884
2024-09-28,9:42:12,None,Wagyu Meatballs,2,$20.00,$0.00,$20.00,$1.85,89A9dfcKlEpxfrOFZtM9xogeV,,5H4B6S27T15452WYZYM5AZC5SW
2024-09-28,9:41:35,Sauce,Vodka Sauce Add On (Large),1,$15.00,$0.00,$15.00,$1.39,shOXwtmjZ23IK0nZgxjmCN1eV,A full quart of of our home made vodka sauce.,5H4B6S27T15452WYZYM5AZC5SW
2024-09-28,9:41:35,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,shOXwtmjZ23IK0nZgxjmCN1eV,,5H4B6S27T15452WYZYM5AZC5SW
2024-09-28,9:41:35,Dough,Extruded HP,3,$24.00,$0.00,$24.00,$2.22,shOXwtmjZ23IK0nZgxjmCN1eV,,5H4B6S27T15452WYZYM5AZC5SW
2024-09-28,9:41:35,Sauce,Pesto,1,$8.00,$0.00,$8.00,$0.74,shOXwtmjZ23IK0nZgxjmCN1eV,,5H4B6S27T15452WYZYM5AZC5SW
2024-09-28,9:39:12,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,6AOdUWyDrq80zHUnjSd1X4ueV,,Z0NAASG2SS7X32V9PKAPNG95HM
2024-09-28,9:38:12,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,wB5bHXyF1W7NHDjd6kWhxDheV,,WAFM0VG5NN5SBE4F6HRZFQN9T8
2024-09-28,9:38:12,Sauce,Pesto,1,$8.00,$0.00,$8.00,$0.74,wB5bHXyF1W7NHDjd6kWhxDheV,,WAFM0VG5NN5SBE4F6HRZFQN9T8
2024-09-28,9:37:14,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,kXdePXBbOW22Ri18e0O18I4eV,,KBD2CKR9T5AYH4DYAZXRX9TDR8
2024-09-28,9:37:14,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,kXdePXBbOW22Ri18e0O18I4eV,A pint of home made vodka sauce,KBD2CKR9T5AYH4DYAZXRX9TDR8
2024-09-28,9:36:15,Lasagna,Lasagna (Meat),1,$15.00,$0.00,$15.00,$1.39,E98KeOm8Uosjnxc8nhRKwR9eV,,R4QP6TRNDZJJ16GYDC8N63SW84
2024-09-28,9:36:15,None,Wagyu Meatballs,1,$10.00,$0.00,$10.00,$0.92,E98KeOm8Uosjnxc8nhRKwR9eV,,R4QP6TRNDZJJ16GYDC8N63SW84
2024-09-28,9:34:21,Dough,Extruded HP,2,$16.00,$0.00,$16.00,$1.48,oH65VCWDOiQK1tgEytPNTroeV,,
2024-09-28,9:34:21,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,oH65VCWDOiQK1tgEytPNTroeV,A pint of home made vodka sauce,
2024-09-28,9:31:04,Ravioli,Wagyu Ravioli,1,$20.00,$0.00,$20.00,$1.85,aAk0qZ0169fd2zKHThrDXf8eV,,D6QAZ4VTSMNA10PP7CZ5C2KNB8
2024-09-28,9:28:48,Lasagna,Lasagna (Meat),1,$15.00,$0.00,$15.00,$1.39,kvpitbUJbX2oDFMVD9HSm7reV,,FDPSJ5JBZN12X3Y5K21W7PVSRR
2024-09-28,9:26:51,Lasagna,Lasagna (Meat),1,$15.00,$0.00,$15.00,$1.39,cDBmQhs7Gg3ISenbBgKmNF4eV,,62PN23CZ2WKMM4NNF9Z4E8D74M
2024-09-28,9:26:51,Sauce,Vodka Sauce (Small),1,$8.00,$0.00,$8.00,$0.74,cDBmQhs7Gg3ISenbBgKmNF4eV,A pint of home made vodka sauce,62PN23CZ2WKMM4NNF9Z4E8D74M
2024-09-28,9:25:04,Drinks,Drank!!,1,$5.00,$0.00,$5.00,$0.46,Ix5e1znRAdDUfcOS0msQoIseV,,
2024-09-28,9:23:56,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,eO4fyuj5VRvJzl3jGRLbwOteV,,ZWCC6YSWWS75FCMKBY3HX21GKW
2024-09-28,9:19:02,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,0fjLasyFntuGv4HU2uRfWlweV,,
2024-09-28,9:05:22,Ravioli,Butternut Squash Ravioli,1,$20.00,$0.00,$20.00,$1.85,Ce1EzNYbEG3T1Xv2E1fLVq0eV,,T9AF7RDK9S6JF68YG0F6KFXR8M
2024-09-28,9:05:22,Dough,Extruded HP,1,$8.00,$0.00,$8.00,$0.74,Ce1EzNYbEG3T1Xv2E1fLVq0eV,,T9AF7RDK9S6JF68YG0F6KFXR8M
